"","Year","State","mk1","mk2","measure","other","type","chem_name","chem_index","Value"
"786",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","INSECTICIDE","SULFOXAFLOR","5210","(D)"
"787",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","INSECTICIDE","THIAMETHOXAM","60109","1.1"
"788",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","OTHER","CYTOKININS","116801","(D)"
"789",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","OTHER","FLUTRIAFOL","128940","(D)"
"790",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","OTHER","INDOLEBUTYRIC ACID","46701","(D)"
"791",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","OTHER","METAM-POTASSIUM","39002","(D)"
"792",2023,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(D)"
"793",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","AZOXYSTROBIN","128810","3"
"794",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727","16489","(D)"
"795",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","BOSCALID","128008","(D)"
"796",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","CAPTAN","81301","96"
"797",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","CHLOROTHALONIL","81901","(D)"
"798",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","COPPER CHLORIDE HYD.","23501","(D)"
"799",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","COPPER HYDROXIDE","23401","(D)"
"800",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","CYFLUFENAMID","555550","(D)"
"801",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","CYMOXANIL","129106","(D)"
"802",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","CYPRODINIL","288202","91"
"803",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"804",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","FAMOXADONE","113202","(D)"
"805",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","FENHEXAMID","90209","(D)"
"806",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","FLUDIOXONIL","71503","91"
"807",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","FLUOPYRAM","80302","(D)"
"808",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","FLUXAPYROXAD","138009","(D)"
"809",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","FOSETYL-AL","123301","(D)"
"810",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","IPRODIONE","109801","(D)"
"811",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","ISOFETAMID","270000","(D)"
"812",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","MANCOZEB","14504","(D)"
"813",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","MEFENOXAM","113502","(D)"
"814",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
"815",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","PENTHIOPYRAD","90112","(D)"
"816",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","PROPICONAZOLE","122101","(D)"
"817",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
"818",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","PYRACLOSTROBIN","99100","(D)"
"819",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","PYRIMETHANIL","288201","(D)"
"820",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","SULFUR","77501","(D)"
"821",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","TETRACONAZOLE","120603","(D)"
"822",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001","(D)"
"823",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","THIRAM","79801","63"
"824",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","TOTAL",NA,"100"
"825",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
"826",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","HERBICIDE","2,4-D, DIMETH. SALT","30019","(D)"
"827",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","HERBICIDE","CLETHODIM","121011","(D)"
"828",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","HERBICIDE","FLUMIOXAZIN","129034","(D)"
"829",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","HERBICIDE","GLYPHOSATE ISO. SALT","103601","(D)"
"830",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","HERBICIDE","PARAQUAT","61601","(D)"
"831",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","HERBICIDE","TOTAL",NA,"26"
"832",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","ABAMECTIN","122804","14"
"833",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","ACETAMIPRID","99050","20"
"834",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENAZATE","586","(D)"
"835",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENTHRIN","128825","6"
"836",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","BT KURSTAKI ABTS-351","6522","(D)"
"837",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100","42"
"838",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","CYANTRANILIPROLE","90098","(D)"
"839",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","DIAZINON","57801","(D)"
"840",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","FENPROPATHRIN","127901","(D)"
"841",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","FLUPYRADIFURONE","122304","(D)"
"842",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","HEXYTHIAZOX","128849","(D)"
"843",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","IMIDACLOPRID","129099","(D)"
"844",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897","(D)"
"845",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","MALATHION","57701","(D)"
"846",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","METHOMYL","90301","(D)"
"847",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","NALED","34401","(D)"
"848",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","NOVALURON","124002","59"
"849",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","PIPERONYL BUTOXIDE","67501","(D)"
"850",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","PYRETHRINS","69001","(D)"
"851",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","SPINETORAM","110007","(D)"
"852",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","SPINOSAD","110003","(D)"
"853",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","SULFOXAFLOR","5210","(D)"
"854",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","THIAMETHOXAM","60109","42"
"855",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","INSECTICIDE","TOTAL",NA,"65"
"856",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","OTHER","CYTOKININS","116801","(D)"
"857",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","OTHER","FLUTRIAFOL","128940","(D)"
"858",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","OTHER","INDOLEBUTYRIC ACID","46701","(D)"
"859",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","OTHER","METAM-POTASSIUM","39002","(D)"
"860",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(D)"
"861",2023,"FLORIDA","BEARING","TREATED","PCT OF AREA BEARING","AVG","OTHER","TOTAL",NA,"22"
"862",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","AZOXYSTROBIN","128810","1,900"
"863",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727","16489","(NA)"
"864",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600","129082","(NA)"
"865",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482","(NA)"
"866",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS PUMILUS","6485","(NA)"
"867",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
"868",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BLAD","30006","(D)"
"869",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BORAX DECAHYDRATE","11102","100"
"870",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BOSCALID","128008","2,100"
"871",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544","(NA)"
"872",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CAPTAN","81301","253,600"
"873",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","COPPER OCTANOATE","23306","(D)"
"874",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CYFLUFENAMID","555550","500"
"875",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CYPRODINIL","288202","11,300"
"876",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"877",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FENHEXAMID","90209","16,700"
"878",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUDIOXONIL","71503","7,500"
"879",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUOPYRAM","80302","3,800"
"880",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUXAPYROXAD","138009","1,800"
"881",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FOSETYL-AL","123301","(D)"
"882",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","ISOFETAMID","270000","(D)"
"883",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MEFENOXAM","113502","2,400"
"884",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
"885",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MYCLOBUTANIL","128857","4,100"
"886",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PENTHIOPYRAD","90112","3,400"
"887",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","POLYOXIN D ZINC SALT","230000","2,300"
"888",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","POTASSIUM BICARBON.","73508","10,600"
"889",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PROPICONAZOLE","122101","1,200"
"890",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRACLOSTROBIN","99100","3,100"
"891",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRIMETHANIL","288201","10,800"
"892",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","QUINOLINE","55459","2,000"
"893",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","STREPTOMYCES LYDICUS","6327","(NA)"
"894",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","SULFUR","77501","591,200"
"895",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TETRACONAZOLE","120603","800"
"896",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001","9,400"
"897",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIRAM","79801","96,300"
"898",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TOTAL",NA,"1,056,400"
"899",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLOXYSTROBIN","129112","3,900"
"900",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLUMIZOLE","128879","6,300"
"901",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
"902",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","FLUMIOXAZIN","129034","500"
"903",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","GLYPHOSATE ISO. SALT","103601","(D)"
"904",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","GLYPHOSATE POT. SALT","103613","(D)"
"905",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","NAPROPAMIDE","103001","(D)"
"906",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","OXYFLUORFEN","111601","1,700"
"907",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","PARAQUAT","61601","(D)"
"908",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","PENDIMETHALIN","108501","10,800"
"909",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","TOTAL",NA,"16,900"
"910",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ABAMECTIN","122804","200"
"911",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACEQUINOCYL","6329","7,400"
"912",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACETAMIPRID","99050","2,300"
"913",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","AZADIRACHTIN","121701","600"
"914",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BEAUVERIA BASSIANA","128924","(NA)"
"915",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENAZATE","586","16,700"
"916",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENTHRIN","128825","3,400"
"917",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAK ABTS-1857","6523","(NA)"
"918",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI ABTS-351","6522","(NA)"
"919",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI EG7841","6453","(NA)"
"920",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI SA-11","6519","(NA)"
"921",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT SUB AIZAWAI GC-91","6426","(NA)"
"922",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BUPROFEZIN","275100","(D)"
"923",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA","6534","(NA)"
"924",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CANOLA OIL","11332","(D)"
"925",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHLORANTRANILIPROLE","90100","1,800"
"926",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329","(NA)"
"927",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYANTRANILIPROLE","90098","1,100"
"928",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYFLUMETOFEN","138831","5,500"
"929",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","DIAZINON","57801","(D)"
"930",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ETOXAZOLE","107091","(D)"
"931",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENBUTATIN-OXIDE","104601","(D)"
"932",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPROPATHRIN","127901","2,500"
"933",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPYROXIMATE","129131","200"
"934",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FLONICAMID","128016","3,600"
"935",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FLUPYRADIFURONE","122304","3,600"
"936",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","HELICOVERPA ZEA NPV","107300","(NA)"
"937",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","HEXYTHIAZOX","128849","2,600"
"938",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","IMIDACLOPRID","129099","2,500"
"939",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","MALATHION","57701","29,100"
"940",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","METHOXYFENOZIDE","121027","2,600"
"941",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NALED","34401","2,900"
"942",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NEEM OIL","25006","3,100"
"943",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NEEM OIL, CLAR. HYD.","25007","5,800"
"944",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NOVALURON","124002","3,300"
"945",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PETROLEUM DISTILLATE","63503","(D)"
"946",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PIPERONYL BUTOXIDE","67501","(D)"
"947",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","POTASSIUM SALTS","79021","(D)"
"948",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRETHRINS","69001","100"
"949",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRIDABEN","129105","(D)"
"950",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRIPROXYFEN","129032","(D)"
"951",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINETORAM","110007","2,200"
"952",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINOSAD","110003","1,800"
"953",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPIROMESIFEN","24875","700"
"954",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","THIAMETHOXAM","60109","600"
"955",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","TOTAL",NA,"116,700"
"956",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","ACIBENZOLAR-S-METHYL","61402","(D)"
"957",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CAPRIC ACID","128955","(D)"
"958",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CAPRYLIC ACID","128919","(D)"
"959",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CAPSICUM OLEORESIN EXTRACT","70704","(NA)"
"960",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CHLOROPICRIN","81501","5,692,600"
"961",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","DICHLOROPROPENE","29001","848,600"
"962",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","FLUTRIAFOL","128940","2,600"
"963",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","GARLIC OIL","128827","(D)"
"964",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","HYDROGEN PEROXIDE","595","9,400"
"965",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","IRON PHOSPHATE","34903","(D)"
"966",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METAM-POTASSIUM","39002","1,040,400"
"967",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","MINERAL OIL","63502","(D)"
"968",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PAECILOMYCES FUMOSOR","115002","(D)"
"969",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PEROXYACETIC ACID","63201","2,000"
"970",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","POTASSIUM SILICATE","72606","(D)"
"971",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(NA)"
"972",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","REYNOUTRIA SACHALINE","55809","3,000"
"973",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","TOTAL",NA,"7,602,900"
"974",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN","128810","0.237"
"975",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727","16489","(NA)"
"976",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600","129082","(NA)"
"977",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482","(NA)"
"978",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS PUMILUS","6485","(NA)"
"979",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
"980",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BLAD","30006","(D)"
"981",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102","0.017"
"982",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BOSCALID","128008","0.372"
"983",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544","(NA)"
"984",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN","81301","1.662"
"985",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","COPPER OCTANOATE","23306","(D)"
"986",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYFLUFENAMID","555550","0.023"
"987",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL","288202","0.333"
"988",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"989",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID","90209","0.627"
"990",2021,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL","71503","0.222"
